OBJECTID,Shape_Leng,DISTRICT,STATE_UT,Shape_Area,Dist_LGD,REMARKS,STATE_LGD,system:index
1189,594897.728516,PILIBHIT,UTTAR PRADESH,3.64265705802E9,151,,9,00000000000000000386
1190,537619.587402,PRATAPGARH,UTTAR PRADESH,3.57758861275E9,173,,9,00000000000000000387
1191,606571.946416,PRAYAGRAJ,UTTAR PRADESH,5.24721031858E9,175,,9,00000000000000000388
1192,509106.783701,RAE BARELI,UTTAR PRADESH,3.77083309822E9,158,,9,00000000000000000389
1193,405602.549693,RAMPUR,UTTAR PRADESH,2.29122652982E9,136,,9,0000000000000000038a
1194,373896.78771,SAHARANPUR,UTTAR PRADESH,3.61742744832E9,132,,9,0000000000000000038b
1195,403690.285144,SAMBHAL,UTTAR PRADESH,2.32922455492E9,659,,9,0000000000000000038c
1196,397866.836566,SANT KABIR NAGAR,UTTAR PRADESH,1.5801985014E9,186,,9,0000000000000000038d
1197,700679.938545,SHAHJAHANPUR,UTTAR PRADESH,4.16403207399E9,152,,9,0000000000000000038e
1198,203243.584579,SHAMLI,UTTAR PRADESH,1.26678338145E9,660,,9,0000000000000000038f
1199,302869.57623,SHRAWASTI,UTTAR PRADESH,1.86459652926E9,181,,9,00000000000000000390
1200,421546.911264,SIDDHARTHNAGAR,UTTAR PRADESH,2.79485424953E9,184,,9,00000000000000000391
1201,535780.194462,SITAPUR,UTTAR PRADESH,5.57590950346E9,154,,9,00000000000000000392
1202,572502.879358,SONBHADRA,UTTAR PRADESH,6.62108599626E9,200,,9,00000000000000000393
1203,455694.095124,SULTANPUR,UTTAR PRADESH,2.58471353403E9,179,,9,00000000000000000394
1204,540868.968087,UNNAO,UTTAR PRADESH,4.39111423227E9,156,,9,00000000000000000395
1205,296572.532368,VARANASI,UTTAR PRADESH,1.47658752575E9,197,,9,00000000000000000396
1208,689860.044357,BANDA,UTTAR PRADESH,4.2252977107E9,170,,9,00000000000000000397
93,391150.821676,ARARIA,BIHAR,2.69511869945E9,188,,10,0000000000000000005b
94,189469.993121,ARWAL,BIHAR,6.13457790827E8,611,,10,0000000000000000005c
95,373090.408668,AURANGABAD,BIHAR,3.17930521216E9,189,,10,0000000000000000005d
96,343431.102795,BANKA,BIHAR,2.90970328119E9,190,,10,0000000000000000005e
97,363151.168805,BEGUSARAI,BIHAR,1.85016390245E9,191,,10,0000000000000000005f
98,384885.794527,BHAGALPUR,BIHAR,2.45922352431E9,192,,10,00000000000000000060
99,293506.147007,BHOJPUR,BIHAR,2.28541503517E9,193,,10,00000000000000000061
100,284738.630115,BUXAR,BIHAR,1.63622818537E9,194,,10,00000000000000000062
101,474816.708399,DARBHANGA,BIHAR,2.41830353185E9,195,,10,00000000000000000063
102,619518.071796,GAYA,BIHAR,4.77764260658E9,196,,10,00000000000000000064
103,347901.758656,GOPALGANJ,BIHAR,1.96151604553E9,197,,10,00000000000000000065
104,224464.765772,JAHANABAD,BIHAR,9.01906821177E8,239,,10,00000000000000000066
105,402936.88035,JAMUI,BIHAR,2.98375783393E9,198,,10,00000000000000000067
106,382981.244012,KAIMUR,BIHAR,3.21090284296E9,200,,10,00000000000000000068
107,478598.280051,KATIHAR,BIHAR,2.92725757759E9,201,,10,00000000000000000069
108,295905.850509,KHAGARIA,BIHAR,1.43596057904E9,202,,10,0000000000000000006a
109,431478.699786,KISHANGANJ,BIHAR,1.87267939227E9,203,,10,0000000000000000006b
110,225532.41915,LAKHISARAI,BIHAR,1.17266015856E9,204,,10,0000000000000000006c
111,341604.159328,MADHEPURA,BIHAR,1.7313573005E9,205,,10,0000000000000000006d
112,477769.524492,MADHUBANI,BIHAR,3.37229495505E9,206,,10,0000000000000000006e
113,268460.881122,MUNGER,BIHAR,1.35763571123E9,207,,10,0000000000000000006f
114,428289.817756,MUZAFFARPUR,BIHAR,3.06612647363E9,208,,10,00000000000000000070
115,397099.806636,NALANDA,BIHAR,2.2668282291E9,209,,10,00000000000000000071
116,380327.918954,NAWADA,BIHAR,2.39614020339E9,210,,10,00000000000000000072
117,490607.96893,PASHCHIMI CHAMPARAN,BIHAR,5.04379954002E9,211,,10,00000000000000000073
118,582680.722962,PATNA,BIHAR,3.06453253654E9,230,,10,00000000000000000074
119,480239.355282,PURBI CHAMPARAN,BIHAR,3.82621288407E9,213,,10,00000000000000000075
120,461846.937676,PURNIA,BIHAR,3.09471436375E9,214,,10,00000000000000000076
121,415351.984533,ROHTAS,BIHAR,3.72924470866E9,215,,10,00000000000000000077
122,306589.189272,SAHARSA,BIHAR,1.60564830989E9,216,,10,00000000000000000078
123,470077.481785,SAMASTIPUR,BIHAR,2.57384160359E9,217,,10,00000000000000000079
124,345000.889416,SARAN,BIHAR,2.57908690752E9,218,,10,0000000000000000007a
125,222022.559307,SHEIKHPURA,BIHAR,6.65411554951E8,219,,10,0000000000000000007b
126,169951.393607,SHEOHAR,BIHAR,4.27530465483E8,220,,10,0000000000000000007c
127,381021.619164,SITAMARHI,BIHAR,2.11025859292E9,221,,10,0000000000000000007d
128,311875.238314,SIWAN,BIHAR,2.13593033467E9,222,,10,0000000000000000007e
129,372290.303877,SUPAUL,BIHAR,2.33175193326E9,223,,10,0000000000000000007f
130,264345.515137,VAISHALI,BIHAR,1.94682296277E9,224,,10,00000000000000000080
687,153437.150941,GYALSHING,SIKKIM,7.38590008699E8,242,,11,000000000000000002a5
688,125295.607165,PAKYONG,SIKKIM,4.36791981908E8,741,,11,000000000000000002a6
689,181082.415093,NAMCHI,SIKKIM,8.71975107142E8,243,,11,000000000000000002a7
690,333651.195283,MANGAN,SIKKIM,3.96509744878E9,241,,11,000000000000000002a8
691,132940.221154,GANGTOK,SIKKIM,5.10248967758E8,244,,11,000000000000000002a9
692,103675.180233,SORENG,SIKKIM,3.32202312849E8,742,,11,000000000000000002aa
31,398742.119988,>NJ>W,ARUNACHAL PRADESH,5.81678410346E9,628,,12,0000000000000000001e
32,596049.079871,CH>NGL>NG,ARUNACHAL PRADESH,4.9207082259E9,229,,12,0000000000000000001f
33,595333.070749,DIB>NG VALLEY,ARUNACHAL PRADESH,9.2840904871E9,230,,12,00000000000000000020
34,385206.66565,EAST KAMENG,ARUNACHAL PRADESH,3.47470588676E9,231,,12,00000000000000000021
35,214218.23454,EAST SIANG,ARUNACHAL PRADESH,1.6198998079E9,232,,12,00000000000000000022
36,357523.373266,KURUNG KUMEY,ARUNACHAL PRADESH,4.36103109726E9,233,,12,00000000000000000023
38,401238.767524,LOWER DIB>NG VALLEY,ARUNACHAL PRADESH,3.38399527315E9,235,,12,00000000000000000024
39,409243.611997,PAPUMPARE,ARUNACHAL PRADESH,3.14790773076E9,237,,12,00000000000000000025
40,312428.557102,TAWANG,ARUNACHAL PRADESH,2.37489793638E9,238,,12,00000000000000000026
41,168323.466881,TIR>P,ARUNACHAL PRADESH,9.96264900918E8,239,,12,00000000000000000027
42,483938.41266,UPPER SIANG,ARUNACHAL PRADESH,6.36936104226E9,240,,12,00000000000000000028
43,489703.276996,UPPER SUBANSIRI,ARUNACHAL PRADESH,5.7499970762E9,241,,12,00000000000000000029
44,378522.95244,WEST KAMENG,ARUNACHAL PRADESH,3.72180877316E9,242,,12,0000000000000000002a
45,268939.245504,SHI YOMI,ARUNACHAL PRADESH,2.67577972295E9,725,,12,0000000000000000002b
46,175220.605289,NAMSAI,ARUNACHAL PRADESH,1.29271698817E9,678,,12,0000000000000000002c
47,204175.115494,WEST SIANG,ARUNACHAL PRADESH,1.29361989019E9,243,,12,0000000000000000002d
48,388469.495735,SIANG,ARUNACHAL PRADESH,3.32840632616E9,679,,12,0000000000000000002e
49,180146.780728,LONGDING,ARUNACHAL PRADESH,9.01486958092E8,666,,12,0000000000000000002f
50,294202.827917,PAKKE KESSANG,ARUNACHAL PRADESH,1.81966254845E9,723,,12,00000000000000000030
51,300788.453,LOWER SIANG,ARUNACHAL PRADESH,1.75844456344E9,719,,12,00000000000000000031
52,140016.992421,LEPA RADA,ARUNACHAL PRADESH,7.43135809432E8,724,,12,00000000000000000032
53,268814.520377,BICHOM,ARUNACHAL PRADESH,1.80640177975E9,NOT AVAILABLE,,12,00000000000000000033
54,269220.945613,KRA DAADI,ARUNACHAL PRADESH,2.27015246185E9,677,,12,00000000000000000034
55,226425.404694,KAMLE,ARUNACHAL PRADESH,1.81296701585E9,718,,12,00000000000000000035
56,240051.519032,KEYI PANYOR,ARUNACHAL PRADESH,1.16749960343E9,NOT AVAILABLE,,12,00000000000000000036
57,81171.3268442,LOWER SUBANSIRI,ARUNACHAL PRADESH,2.62234688061E8,236,,12,00000000000000000037
1428,386289.872127,LOHIT,ARUNACHAL PRADESH,2.96161778463E9,234,,12,0000000000000000039b
594,190262.014741,LONGLENG,NAGALAND,5.54853078397E8,NOT AVAILABLE,,13,00000000000000000249
595,194119.400018,TUENSANG,NAGALAND,7.72820861412E8,NOT AVAILABLE,,13,0000000000000000024a
596,154737.396063,SHAMATOR,NAGALAND,4.49914211714E8,NOT AVAILABLE,,13,0000000000000000024b
597,58463.2529719,DIMAPUR,NAGALAND,6.46329783145E7,NOT AVAILABLE,,13,0000000000000000024c
598,216328.032973,CHUMOUKEDIMA,NAGALAND,6.49569404664E8,NOT AVAILABLE,,13,0000000000000000024d
599,69067.622891,NIULAND,NAGALAND,9.9179688383E7,NOT AVAILABLE,,13,0000000000000000024e
600,303055.298653,PEREN,NAGALAND,1.7185373119E9,NOT AVAILABLE,,13,0000000000000000024f
601,196753.479118,KOHIMA,NAGALAND,9.62445574563E8,NOT AVAILABLE,,13,00000000000000000250
602,311474.305073,MON,NAGALAND,2.08800271307E9,NOT AVAILABLE,,13,00000000000000000251
603,206857.976469,KIPHIRE,NAGALAND,9.90083610806E8,NOT AVAILABLE,,13,00000000000000000252
604,340402.290974,PHEK,NAGALAND,1.83678840172E9,NOT AVAILABLE,,13,00000000000000000253
605,301235.073233,MOKOKCHUNG,NAGALAND,1.57227982037E9,NOT AVAILABLE,,13,00000000000000000254
606,330383.306069,ZUNHEBOTO,NAGALAND,1.49225132625E9,NOT AVAILABLE,,13,00000000000000000255
607,252139.545289,WOKHA,NAGALAND,1.53112656228E9,NOT AVAILABLE,,13,00000000000000000256
608,113215.273959,TSEMINYU,NAGALAND,2.79058592442E8,NOT AVAILABLE,,13,00000000000000000257
609,182968.843441,NOKLAK,NAGALAND,8.95917311744E8,NOT AVAILABLE,,13,00000000000000000258
555,248233.307169,BISHNUPUR,MANIPUR,4.52882371912E8,252,,14,00000000000000000223
556,317071.635216,CHANDEL,MANIPUR,2.01461702196E9,253,,14,00000000000000000224
557,380541.94042,CHURACHANDPUR,MANIPUR,2.32633972633E9,254,,14,00000000000000000225
558,303590.385834,IMPHAL EAST,MANIPUR,4.39055941113E8,255,,14,00000000000000000226
559,193579.454721,IMPHAL WEST,MANIPUR,4.23411205631E8,256,,14,00000000000000000227
560,119300.712147,JIRIBAM,MANIPUR,1.48560363339E8,713,,14,00000000000000000228
561,193842.075336,KAKCHING,MANIPUR,2.54651429479E8,711,,14,00000000000000000229
562,315458.119229,KAMJANG,MANIPUR,2.38249228487E9,717,,14,0000000000000000022a
563,551228.911274,KANGPOKPI,MANIPUR,1.38029076907E9,712,,14,0000000000000000022b
564,231629.030025,NONEY,MANIPUR,1.21556387858E9,714,,14,0000000000000000022c
565,345830.904905,PHERZAWL,MANIPUR,2.21058484665E9,715,,14,0000000000000000022d
566,273976.478572,SENAPATI,MANIPUR,1.77155937424E9,257,,14,0000000000000000022e
567,409941.830929,TAMENGLONG,MANIPUR,3.02317401642E9,258,,14,0000000000000000022f
568,271134.825933,TENGNOUPAL,MANIPUR,1.12145519316E9,716,,14,00000000000000000230
569,182733.140067,THOUBAL,MANIPUR,3.26008117945E8,259,,14,00000000000000000231
570,300053.993518,UKHRUL,MANIPUR,1.97297443043E9,260,,14,00000000000000000232
583,390389.216385,CHAMPHAI,MIZORAM,1.66691958045E9,262,,15,0000000000000000023f
585,171082.99873,HNAHTHIAL,MIZORAM,8.17878486834E8,726,,15,00000000000000000240
586,311928.595914,SERCHHIP,MIZORAM,1.39245001045E9,268,,15,00000000000000000241
587,419246.934308,LUNGLEI,MIZORAM,3.54418330217E9,265,,15,00000000000000000242
588,437216.775617,MAMIT,MIZORAM,2.93060163002E9,266,,15,00000000000000000243
589,275664.555433,KOLASIB,MIZORAM,1.43387369649E9,263,,15,00000000000000000244
590,488278.09884,AIZAWL,MIZORAM,2.11980816632E9,261,,15,00000000000000000245
591,277655.419345,SAIHA,MIZORAM,1.47136553416E9,267,,15,00000000000000000246
592,364824.40705,SAITUAL,MIZORAM,1.57878998927E9,727,,15,00000000000000000247
593,511014.074596,LAWNGTLAI,MIZORAM,2.33250525656E9,264,,15,00000000000000000248
1419,223290.302742,KHAWZAWL,MIZORAM,9.78010904144E8,728,,15,0000000000000000039a
764,336489.025424,SOUTH TRIPURA,TRIPURA,1.40704526974E9,271,,16,000000000000000002f2
765,203388.300184,WEST TRIPURA,TRIPURA,9.24793621568E8,272,,16,000000000000000002f3
766,351825.98566,DHALAI,TRIPURA,2.16511715739E9,269,,16,000000000000000002f4
767,218244.72584,KHOWAI,TRIPURA,9.79351956879E8,652,,16,000000000000000002f5
768,192021.492402,UNAKOTI,TRIPURA,6.85891180913E8,655,,16,000000000000000002f6
769,333292.51408,NORTH TRIPURA,TRIPURA,1.2989844308E9,270,,16,000000000000000002f7
770,283867.38839,SEPAHIJALA,TRIPURA,1.00353422213E9,653,,16,000000000000000002f8
771,354084.024744,GOMTI,TRIPURA,1.60260383818E9,654,,16,000000000000000002f9
571,251845.309707,EAST G>RO HILLS,MEGHALAYA,1.51693044174E9,273,,17,00000000000000000233
572,266530.949145,EAST JAINTIA HILLS,MEGHALAYA,1.9369704711E9,657,,17,00000000000000000234
573,349444.33762,EAST KH>SI HILLS,MEGHALAYA,2.70508199404E9,274,,17,00000000000000000235
574,286673.24598,NORTH G>RO HILLS,MEGHALAYA,1.2089152639E9,656,,17,00000000000000000236
575,410516.063846,RI-BHOI,MEGHALAYA,2.28254188943E9,276,,17,00000000000000000237
576,296549.898151,SOUTH G>RO HILLS,MEGHALAYA,1.76620180092E9,277,,17,00000000000000000238
577,146099.002093,SOUTH WEST G>RO HILLS,MEGHALAYA,8.06679682402E8,663,,17,00000000000000000239
578,357049.285832,WEST G>RO HILLS,MEGHALAYA,2.55843263271E9,278,,17,0000000000000000023a
579,307781.801151,WEST JAINTIA HILLS,MEGHALAYA,1.73657682087E9,275,,17,0000000000000000023b
580,258082.161702,SOUTH WEST KH>SI HILLS,MEGHALAYA,1.28101980402E9,658,,17,0000000000000000023c
581,186517.613047,EASTERN WEST KHASI HILLS,MEGHALAYA,1.12371332972E9,740,,17,0000000000000000023d
582,358853.899743,WEST KHASI HILLS,MEGHALAYA,2.65358021424E9,279,,17,0000000000000000023e
58,394043.573897,KOKRAJHAR,ASSAM,2.99349761754E9,294,,18,00000000000000000038
59,286039.836432,CHIRANG,ASSAM,1.84020242542E9,612,,18,00000000000000000039
60,426507.374423,UDALGURI,ASSAM,1.9403882439E9,617,,18,0000000000000000003a
61,398268.018632,BAKSA,ASSAM,1.51072765438E9,616,,18,0000000000000000003b
62,528671.872379,DHUBRI,ASSAM,1.84335222147E9,285,,18,0000000000000000003c
63,372172.995343,DARANG,ASSAM,1.528989296E9,283,,18,0000000000000000003d
64,793475.891691,KARBI ANGLONG,ASSAM,7.05229139556E9,292,,18,0000000000000000003e
65,500017.20404,DIMA HASAO,ASSAM,4.69871278932E9,299,,18,0000000000000000003f
66,433623.978189,CACHAR,ASSAM,3.63813238713E9,282,,18,00000000000000000040
67,252259.731795,KARIMGANJ,ASSAM,1.74495392335E9,293,,18,00000000000000000041
68,262061.019492,HAILAKANDI,ASSAM,1.27807971781E9,289,,18,00000000000000000042
69,431524.779882,WEST KARBI ANGLONG,ASSAM,2.956742398E9,710,,18,00000000000000000043
70,336643.043947,JORHAT,ASSAM,1.79867807555E9,290,,18,00000000000000000044
71,575964.220391,GOLAGHAT,ASSAM,3.09937784754E9,288,,18,00000000000000000045
72,298938.725438,SONITPUR,ASSAM,2.91405591009E9,301,,18,00000000000000000046
73,412497.04197,DHEMAJI,ASSAM,2.42588012972E9,284,,18,00000000000000000047
74,236910.094241,CHARAIDEO,ASSAM,9.77354303781E8,708,,18,00000000000000000048
75,421636.171807,TINSUKIA,ASSAM,3.70369691534E9,302,,18,00000000000000000049
76,362478.118426,LAKHIMPUR,ASSAM,2.8206134593E9,295,,18,0000000000000000004a
77,260624.158476,MAJULI,ASSAM,1.23284635092E9,706,,18,0000000000000000004b
78,280380.294631,SIBSAGAR,ASSAM,1.56982770536E9,300,,18,0000000000000000004c
79,583348.180319,NAGAON,ASSAM,2.47654647681E9,297,,18,0000000000000000004d
80,221788.761144,MARIGAON,ASSAM,1.4566870017E9,296,,18,0000000000000000004e
81,206335.855309,KAMRUP METRO,ASSAM,9.35435249628E8,618,,18,0000000000000000004f
82,233689.429938,NALBARI,ASSAM,1.0130995039E9,298,,18,00000000000000000050
83,329055.597295,GOALPARA,ASSAM,1.84051003266E9,287,,18,00000000000000000051
84,306984.903097,BONGAIGAON,ASSAM,1.09695751284E9,281,,18,00000000000000000052
85,523700.475847,KAMRUP RURAL,ASSAM,3.01158260353E9,291,,18,00000000000000000053
86,441676.033777,DIBRUGARH,ASSAM,3.2766998142E9,NOT AVAILABLE,,18,00000000000000000054
87,246893.388259,HOJAI,ASSAM,1.40661334487E9,NOT AVAILABLE,,18,00000000000000000055
88,203513.182771,TAMULPUR,ASSAM,8.4437951661E8,616,,18,00000000000000000056
89,273202.754577,BISWANATH,ASSAM,2.13963938449E9,705,,18,00000000000000000057
90,351483.543265,BARPETA,ASSAM,1.70870916366E9,NOT AVAILABLE,,18,00000000000000000058
91,183922.277496,BAJALI,ASSAM,4.88713399783E8,NOT AVAILABLE,,18,00000000000000000059
92,172040.845813,SOUTH SALMARA MANCACHAR,ASSAM,3.07436780229E8,707,,18,0000000000000000005a
1394,4.98385402695,GOLAGHAT,ASSAM,0.00236472625569,288,,18,00000000000000000399
785,587544.482604,MURSHID>B>D,WEST BENGAL,5.14448038594E9,333,,19,00000000000000000305
786,541473.08887,SOUTH 24PARGANAS,WEST BENGAL,9.62455669459E9,343,,19,00000000000000000306
787,583969.092044,PURULIYA,WEST BENGAL,6.01642362833E9,340,,19,00000000000000000307
788,556152.805593,PASCHIM MEDIN|PUR,WEST BENGAL,6.03753776388E9,344,,19,00000000000000000308
789,253708.768104,PASCHIM BARDDHAM>N,WEST BENGAL,1.54797568392E9,335N003,,19,00000000000000000309
790,589119.105264,NORTH TWENTY-FOUR PARGANAS,WEST BENGAL,3.84265981026E9,337,,19,0000000000000000030a
794,480273.620513,JHARGRAM,WEST BENGAL,2.98262066988E9,344N004,,19,0000000000000000030e
795,456783.82258,JALP>IGURI,WEST BENGAL,3.30542387381E9,328,,19,0000000000000000030f
796,499841.404019,HUGLI,WEST BENGAL,3.03871614851E9,338,,19,00000000000000000310
798,501616.440863,B>NKURA,WEST BENGAL,6.62136930351E9,339,,19,00000000000000000311
799,346891.10914,>L|PUR DU>R,WEST BENGAL,2.69748969154E9,328N002,,19,00000000000000000312
800,744519.516922,UTTAR DIN>JPUR,WEST BENGAL,3.01695022578E9,330,,19,00000000000000000313
801,399699.235376,PURBA MEDIN|PUR,WEST BENGAL,3.80931032049E9,345,,19,00000000000000000314
802,576152.223341,PURBA BARDDHAM>N,WEST BENGAL,5.19547238794E9,335,,19,00000000000000000315
803,684148.403809,NADIA,WEST BENGAL,3.74262031215E9,336,,19,00000000000000000316
804,483669.890729,M>LDAH,WEST BENGAL,3.46578082195E9,332,,19,00000000000000000317
805,175993.696697,K>LIMPONG,WEST BENGAL,1.05383642112E9,327N001,,19,00000000000000000318
806,256027.658424,H>ORA,WEST BENGAL,1.41276702783E9,341,,19,00000000000000000319
807,341681.464543,D>RJILING,WEST BENGAL,1.97705261385E9,327,,19,0000000000000000031a
808,409035.12939,DAKSHIN DIN>JPUR,WEST BENGAL,2.14923988309E9,331,,19,0000000000000000031b
809,664801.039759,B|RBH@M,WEST BENGAL,4.37427541458E9,334,,19,0000000000000000031c
810,13708.9521308,P@RBA MEDIN|PUR,WEST BENGAL,8311360.07363,345,,19,0000000000000000031d
1211,101278.062786,KOLK>TA,WEST BENGAL,1.99646475317E8,342,,19,00000000000000000398
791,0.97015086618,KOCH BIH>R,WEST BENGAL,0.0307003212368,329,,19,0000000000000000030b
792,10124.144288,KOCH BIH>R,WEST BENGAL,5743987.93096,329,,19,0000000000000000030c
793,861361.237398,KOCH BIH>R,WEST BENGAL,3.22481906925E9,329,,19,0000000000000000030d
812,32291.371408,KOCH BIH>R,WEST BENGAL,1.82989118457E7,329,,19,0000000000000000031e
273,411883.198237,GARHWA,JHARKHAND,3.94366739473E9,346,,20,0000000000000000010e
274,556746.448788,CHATRA,JHARKHAND,3.64982609104E9,347,,20,0000000000000000010f
275,309864.385171,KODERMA,JHARKHAND,1.5782121967E9,348,,20,00000000000000000110
276,469266.217401,GIRIDIH,JHARKHAND,4.77268072908E9,349,,20,00000000000000000111
277,307779.045295,DEOGHAR,JHARKHAND,2.38969579985E9,350,,20,00000000000000000112
278,315993.437336,GODDA,JHARKHAND,2.19618696056E9,351,,20,00000000000000000113
279,313599.783667,SAHIBGANJ,JHARKHAND,2.10179347583E9,352,,20,00000000000000000114
280,342731.829234,PAKUR,JHARKHAND,1.73145152977E9,353,,20,00000000000000000115
281,224325.412702,DHANBAD,JHARKHAND,1.95927642715E9,354,,20,00000000000000000116
282,426028.239896,BOKARO,JHARKHAND,2.76908151035E9,355,,20,00000000000000000117
283,250471.077773,LOHARDAGA,JHARKHAND,1.44188668653E9,356,,20,00000000000000000118
284,422073.522843,EAST SINGHBHUM,JHARKHAND,3.42085955197E9,357,,20,00000000000000000119
285,463286.789047,PALAMU,JHARKHAND,4.24930227329E9,358,,20,0000000000000000011a
286,504835.233383,LATEHAR,JHARKHAND,4.07953984198E9,359,,20,0000000000000000011b
287,646427.07078,HAZARIBAGH,JHARKHAND,4.17400832382E9,360,,20,0000000000000000011c
288,332194.128627,RAMGARH,JHARKHAND,1.34028202146E9,361,,20,0000000000000000011d
289,406167.969626,DUMKA,JHARKHAND,3.61542742749E9,362,,20,0000000000000000011e
290,327376.657275,JAMTARA,JHARKHAND,1.738218051E9,363,,20,0000000000000000011f
291,629060.615543,RANCHI,JHARKHAND,4.80049029855E9,364,,20,00000000000000000120
292,387829.013021,KHUNTI,JHARKHAND,2.53442229579E9,365,,20,00000000000000000121
293,566679.706711,GUMLA,JHARKHAND,5.15511502566E9,366,,20,00000000000000000122
294,402245.472275,SIMDEGA,JHARKHAND,3.63464764673E9,367,,20,00000000000000000123
295,533864.139762,WEST SINGHBHUM,JHARKHAND,6.95052159261E9,368,,20,00000000000000000124
296,364986.256416,SARAIKELA-KHARSAWAN,JHARKHAND,2.55773435004E9,369,,20,00000000000000000125
